Track_ID | 등번호 | 유니폼 | 첫등장프레임
10069 | 4 | AWAY | frame_2134
10074 | 37 | HOME | frame_2136
10079 | 8 | AWAY | frame_2137
10081 | 8 | AWAY | frame_2137
10089 | 24 | AWAY | frame_2141
10120 | 2 | AWAY | frame_2147
10124 | 1 | HOME | frame_2148
10173 | 12 | AWAY | frame_2161
10176 | 23 | HOME | frame_2161
10184 | 2 | HOME | frame_2162
10194 | 23 | AWAY | frame_2163
10210 | 7 | AWAY | frame_2165
10223 | 13 | AWAY | frame_2166
10227 | 7 | AWAY | frame_2167
10233 | 2 | AWAY | frame_2168
10238 | 50 | HOME | frame_2169
10277 | 25 | HOME | frame_2174
10286 | 23 | AWAY | frame_2175
10290 | 9 | HOME | frame_2175
10296 | 23 | AWAY | frame_2176
10303 | 23 | HOME | frame_2177
10304 | 12 | AWAY | frame_2177
10309 | 25 | HOME | frame_2178
10326 | 7 | AWAY | frame_2182
10366 | 5 | AWAY | frame_2187
10371 | 7 | AWAY | frame_2187
10386 | 21 | AWAY | frame_2189
10388 | 21 | AWAY | frame_2189
10409 | 9 | HOME | frame_2192
10411 | 17 | HOME | frame_2192
10415 | 25 | AWAY | frame_2193
10418 | 18 | HOME | frame_2194
10436 | 50 | AWAY | frame_2196
10438 | 22 | AWAY | frame_2196
10471 | 27 | AWAY | frame_2202
10480 | 57 | HOME | frame_2203
10502 | 9 | HOME | frame_2207
10532 | 8 | AWAY | frame_2212
10533 | 2 | AWAY | frame_2212
10557 | 9 | AWAY | frame_2216
10563 | 7 | AWAY | frame_2217
10582 | 7 | AWAY | frame_2221
10583 | 9 | HOME | frame_2221
10592 | 9 | AWAY | frame_2223
10657 | 23 | AWAY | frame_2238
10660 | 2 | AWAY | frame_2239
10685 | 9 | HOME | frame_2242
10696 | 18 | AWAY | frame_2243
10702 | 5 | HOME | frame_2244
10709 | 8 | HOME | frame_2245
10732 | 2 | HOME | frame_2248
10735 | 6 | HOME | frame_2249
10761 | 33 | AWAY | frame_2254
10792 | 9 | AWAY | frame_2258
10814 | 25 | AWAY | frame_2261
10835 | 9 | AWAY | frame_2264
10849 | 8 | AWAY | frame_2267
10862 | 5 | AWAY | frame_2269
10863 | 40 | AWAY | frame_2269
10869 | 37 | AWAY | frame_2269
10888 | 16 | AWAY | frame_2272
10890 | 80 | HOME | frame_2273
10892 | 5 | AWAY | frame_2273
10897 | 1 | AWAY | frame_2274
10907 | 5 | AWAY | frame_2276
10910 | 11 | AWAY | frame_2276
10920 | 2 | HOME | frame_2279
10924 | 23 | AWAY | frame_2279
10932 | 3 | AWAY | frame_2281
10935 | 1 | AWAY | frame_2281
10971 | 58 | HOME | frame_2288
11000 | 1 | HOME | frame_2291
11002 | 1 | AWAY | frame_2291
11007 | 9 | AWAY | frame_2291
11023 | 25 | AWAY | frame_2293
11029 | 25 | HOME | frame_2294
11040 | 3 | HOME | frame_2296
11042 | 2 | AWAY | frame_2296
11050 | 81 | AWAY | frame_2297
11051 | 72 | AWAY | frame_2297
11054 | 1 | AWAY | frame_2297
11055 | 5 | AWAY | frame_2297
11084 | 1 | AWAY | frame_2301
11101 | 9 | AWAY | frame_2303
11114 | 75 | AWAY | frame_2305
11125 | 10 | AWAY | frame_2307
11133 | 2 | HOME | frame_2308
11135 | 6 | AWAY | frame_2309
11144 | 5 | AWAY | frame_2311
11146 | 25 | AWAY | frame_2311
11183 | 5 | HOME | frame_2319
11216 | 23 | AWAY | frame_2327
11222 | 4 | AWAY | frame_2328
11233 | 60 | AWAY | frame_2332
11262 | 11 | HOME | frame_2337
11268 | 5 | HOME | frame_2338
11274 | 8 | HOME | frame_2339
11286 | 4 | HOME | frame_2341
11303 | 2 | HOME | frame_2343
11336 | 18 | HOME | frame_2347
11371 | 88 | HOME | frame_2351
11379 | 2 | HOME | frame_2352
11384 | 6 | HOME | frame_2353
11397 | 25 | HOME | frame_2355
11472 | 2 | AWAY | frame_2368
11488 | 7 | HOME | frame_2373
11491 | 20 | HOME | frame_2374
11530 | 27 | AWAY | frame_2379
11622 | 8 | HOME | frame_2389
11631 | 25 | HOME | frame_2391
11632 | 4 | AWAY | frame_2391
11639 | 3 | AWAY | frame_2392
11642 | 22 | AWAY | frame_2392
11649 | 8 | AWAY | frame_2394
11650 | 8 | AWAY | frame_2394
11656 | 1 | AWAY | frame_2395
11666 | 9 | AWAY | frame_2396
11717 | 68 | AWAY | frame_2403
11727 | 25 | HOME | frame_2405
11739 | 25 | HOME | frame_2407
11744 | 19 | AWAY | frame_2407
11766 | 6 | AWAY | frame_2411
11792 | 80 | AWAY | frame_2415
11827 | 11 | AWAY | frame_2427
11862 | 69 | AWAY | frame_2436
11866 | 9 | AWAY | frame_2437
11868 | 10 | AWAY | frame_2437
11872 | 5 | AWAY | frame_2439
11924 | 9 | HOME | frame_2446
11941 | 16 | HOME | frame_2449
11999 | 10 | AWAY | frame_2464
12007 | 2 | HOME | frame_2465
12009 | 7 | AWAY | frame_2465
12020 | 23 | AWAY | frame_2467
12022 | 4 | AWAY | frame_2467
12034 | 24 | AWAY | frame_2469
12047 | 5 | AWAY | frame_2471
12059 | 9 | AWAY | frame_2473
12060 | 35 | AWAY | frame_2473
12072 | 2 | AWAY | frame_2475
12075 | 5 | AWAY | frame_2475
12082 | 9 | HOME | frame_2477
12092 | 10 | AWAY | frame_2478
12097 | 1 | AWAY | frame_2479
12100 | 7 | AWAY | frame_2479
12116 | 9 | HOME | frame_2481
12117 | 08 | HOME | frame_2482
12118 | 6 | AWAY | frame_2482
12119 | 24 | HOME | frame_2482
12123 | 1 | AWAY | frame_2482
12134 | 36 | AWAY | frame_2484
12159 | 1 | AWAY | frame_2487
12201 | 36 | AWAY | frame_2495
12202 | 17 | HOME | frame_2495
12204 | 37 | AWAY | frame_2496
12206 | 08 | AWAY | frame_2496
12217 | 1 | HOME | frame_2499
12236 | 7 | AWAY | frame_2504
12306 | 23 | HOME | frame_2513
12333 | 11 | HOME | frame_2516
12336 | 7 | AWAY | frame_2516
12352 | 13 | AWAY | frame_2517
12354 | 13 | AWAY | frame_2517
12360 | 23 | AWAY | frame_2518
12365 | 10 | HOME | frame_2519
12367 | 80 | AWAY | frame_2519
12371 | 27 | AWAY | frame_2519
12382 | 6 | AWAY | frame_2521
12384 | 17 | AWAY | frame_2521
12408 | 9 | AWAY | frame_2524
12431 | 29 | HOME | frame_2527
12437 | 9 | HOME | frame_2528
12543 | 23 | HOME | frame_2549
12548 | 1 | HOME | frame_2551
12553 | 87 | HOME | frame_2554
12580 | 15 | AWAY | frame_2561
12582 | 25 | HOME | frame_2561
12610 | 25 | HOME | frame_2565
12620 | 9 | HOME | frame_2566
12634 | 23 | HOME | frame_2568
12642 | 7 | AWAY | frame_2569
12673 | 10 | HOME | frame_2574
12692 | 88 | HOME | frame_2582
12695 | 74 | HOME | frame_2582
12721 | 11 | HOME | frame_2585
12753 | 4 | AWAY | frame_2591
12773 | 1 | AWAY | frame_2593
12776 | 5 | HOME | frame_2594
12795 | 1 | AWAY | frame_2597
12797 | 76 | HOME | frame_2597
12798 | 37 | HOME | frame_2597
12803 | 2 | HOME | frame_2598
12808 | 11 | HOME | frame_2599
12811 | 2 | AWAY | frame_260
12819 | 7 | HOME | frame_2601
12830 | 11 | HOME | frame_2602
12833 | 20 | AWAY | frame_2603
12844 | 7 | HOME | frame_2604
12846 | 6 | AWAY | frame_2605
12849 | 1 | AWAY | frame_2605
12860 | 18 | HOME | frame_2608
12863 | 9 | HOME | frame_2609
12881 | 1 | AWAY | frame_2613
12888 | 11 | AWAY | frame_2617
12900 | 23 | AWAY | frame_2625
12938 | 20 | HOME | frame_2637
12972 | 1 | HOME | frame_2643
13046 | 7 | HOME | frame_2653
13066 | 61 | AWAY | frame_2657
13078 | 17 | AWAY | frame_2658
13101 | 6 | AWAY | frame_2663
13103 | 7 | HOME | frame_2663
13104 | 1 | HOME | frame_2664
13107 | 84 | AWAY | frame_2665
13112 | 2 | AWAY | frame_2666
13141 | 8 | AWAY | frame_2671
13152 | 08 | AWAY | frame_2673
13153 | 2 | HOME | frame_2673
13172 | 08 | AWAY | frame_2676
13219 | 20 | HOME | frame_2682
13249 | 23 | HOME | frame_2685
13259 | 2 | AWAY | frame_2686
13270 | 3 | AWAY | frame_2688
13290 | 1 | AWAY | frame_2691
13297 | 7 | HOME | frame_2692
13312 | 1 | HOME | frame_2694
13383 | 23 | AWAY | frame_2705
13387 | 1 | AWAY | frame_2706
13405 | 1 | AWAY | frame_2708
13411 | 2 | HOME | frame_2709
13422 | 7 | HOME | frame_2711
13425 | 3 | AWAY | frame_2711
13433 | 9 | AWAY | frame_2713
13456 | 9 | HOME | frame_2718
13482 | 8 | HOME | frame_2723
13491 | 88 | HOME | frame_2725
13495 | 24 | AWAY | frame_2725
13497 | 23 | AWAY | frame_2726
13505 | 27 | AWAY | frame_2728
13532 | 1 | HOME | frame_2732
13550 | 9 | HOME | frame_2734
13574 | 24 | AWAY | frame_2737
13613 | 2 | HOME | frame_2742
13620 | 2 | AWAY | frame_2742
13631 | 7 | AWAY | frame_2744
13652 | 23 | HOME | frame_2746
13678 | 11 | AWAY | frame_2749
13695 | 39 | HOME | frame_2751
13714 | 71 | HOME | frame_2754
13739 | 10 | AWAY | frame_2759
13740 | 19 | AWAY | frame_2759
13751 | 11 | HOME | frame_2761
13752 | 22 | HOME | frame_2762
13755 | 17 | HOME | frame_2762
13756 | 44 | HOME | frame_2763
13757 | 9 | HOME | frame_2763
13758 | 1 | HOME | frame_2763
13761 | 10 | AWAY | frame_2764
13771 | 19 | AWAY | frame_2768
13793 | 1 | AWAY | frame_2779
13795 | 1 | HOME | frame_2779
13805 | 7 | AWAY | frame_2781
13808 | 41 | AWAY | frame_2781
13813 | 02 | AWAY | frame_2782
13829 | 8 | HOME | frame_2784
13837 | 20 | AWAY | frame_2785
13883 | 1 | HOME | frame_2791
13886 | 23 | HOME | frame_2792
13888 | 23 | HOME | frame_2792
13906 | 7 | AWAY | frame_2794
13911 | 14 | AWAY | frame_2795
13930 | 9 | AWAY | frame_2798
13932 | 56 | AWAY | frame_2799
13956 | 9 | AWAY | frame_2802
13957 | 81 | AWAY | frame_2802
13958 | 7 | AWAY | frame_2802
13959 | 23 | AWAY | frame_2802
13961 | 4 | AWAY | frame_2802
13962 | 29 | AWAY | frame_2802
13971 | 5 | AWAY | frame_2805
13998 | 9 | AWAY | frame_2809
14009 | 10 | AWAY | frame_2811
14010 | 86 | AWAY | frame_2811
14012 | 11 | AWAY | frame_2811
14018 | 17 | AWAY | frame_2812
14021 | 9 | AWAY | frame_2812
14022 | 80 | AWAY | frame_2813
14027 | 5 | AWAY | frame_2813
14028 | 19 | HOME | frame_2814
14038 | 7 | HOME | frame_2817
14044 | 91 | AWAY | frame_2818
14057 | 19 | AWAY | frame_2821
14070 | 27 | AWAY | frame_2824
14071 | 1 | HOME | frame_2824
14114 | 6 | AWAY | frame_2832
14163 | 97 | AWAY | frame_2841
14179 | 4 | AWAY | frame_2845
14202 | 9 | AWAY | frame_2849
14214 | 9 | HOME | frame_2851
14232 | 86 | HOME | frame_2853
14283 | 8 | AWAY | frame_2861
14323 | 8 | HOME | frame_2867
14324 | 17 | HOME | frame_2867
14339 | 11 | HOME | frame_2869
14344 | 11 | AWAY | frame_2869
14348 | 7 | AWAY | frame_2871
14350 | 3 | HOME | frame_2871
14355 | 3 | AWAY | frame_2872
14363 | 15 | AWAY | frame_2874
14428 | 10 | HOME | frame_2882
14437 | 25 | AWAY | frame_2883
14438 | 37 | AWAY | frame_2883
14448 | 11 | HOME | frame_2885
14459 | 10 | AWAY | frame_2887
14466 | 1 | HOME | frame_2889
14479 | 58 | AWAY | frame_2891
14481 | 23 | AWAY | frame_2891
14496 | 3 | HOME | frame_2894
14503 | 20 | AWAY | frame_2895
14508 | 25 | HOME | frame_2896
14509 | 69 | HOME | frame_2896
14520 | 7 | AWAY | frame_2901
14524 | 1 | AWAY | frame_2904
14534 | 22 | AWAY | frame_2909
14567 | 8 | AWAY | frame_2915
14587 | 43 | AWAY | frame_2918
14608 | 5 | AWAY | frame_2922
14610 | 2 | AWAY | frame_2923
14619 | 2 | AWAY | frame_2924
14660 | 8 | HOME | frame_2931
14679 | 29 | AWAY | frame_2935
14719 | 22 | AWAY | frame_2942
14728 | 1 | AWAY | frame_2944
14738 | 58 | HOME | frame_2946
14746 | 8 | HOME | frame_2947
14760 | 5 | HOME | frame_2949
14763 | 5 | AWAY | frame_2949
14776 | 1 | AWAY | frame_2951
14794 | 12 | HOME | frame_2952
14795 | 22 | HOME | frame_2952
14819 | 7 | HOME | frame_2955
14824 | 30 | HOME | frame_2956
14832 | 1 | AWAY | frame_2957
14858 | 9 | AWAY | frame_2964
14876 | 25 | HOME | frame_2966
14885 | 88 | AWAY | frame_2968
14925 | 9 | AWAY | frame_2974
14929 | 22 | AWAY | frame_2975
14947 | 23 | HOME | frame_2979
14969 | 47 | AWAY | frame_2983
14973 | 16 | AWAY | frame_2984
14974 | 7 | AWAY | frame_2984
14975 | 6 | AWAY | frame_2984
14977 | 18 | AWAY | frame_2986
14978 | 2 | AWAY | frame_2986
14983 | 14 | AWAY | frame_2988
14991 | 13 | AWAY | frame_2989
15004 | 15 | AWAY | frame_2994
15008 | 18 | AWAY | frame_2996
15013 | 2 | AWAY | frame_2997
15022 | 2 | AWAY | frame_2999
15036 | 27 | AWAY | frame_3001
15045 | 8 | HOME | frame_3003
15053 | 13 | AWAY | frame_3004
15054 | 54 | AWAY | frame_3004
15055 | 22 | AWAY | frame_3004
15058 | 13 | AWAY | frame_3004
15059 | 4 | AWAY | frame_3004
15064 | 7 | AWAY | frame_3006
15065 | 1 | AWAY | frame_3006
15080 | 7 | AWAY | frame_3016
15083 | 9 | AWAY | frame_3017
15084 | 1 | AWAY | frame_3018
15090 | 8 | AWAY | frame_3019
15099 | 5 | AWAY | frame_3021
15103 | 5 | HOME | frame_3023
15134 | 62 | AWAY | frame_3027
15135 | 2 | HOME | frame_3027
15139 | 28 | AWAY | frame_3027
15192 | 11 | AWAY | frame_3032
15211 | 1 | HOME | frame_3034
15225 | 10 | HOME | frame_3037
15226 | 11 | AWAY | frame_3037
15245 | 54 | AWAY | frame_3039
15271 | 1 | AWAY | frame_3041
15274 | 7 | AWAY | frame_3041
15302 | 14 | HOME | frame_3045
15303 | 24 | AWAY | frame_3046
15304 | 2 | AWAY | frame_3046
15310 | 9 | AWAY | frame_3047
15313 | 7 | AWAY | frame_3048
15318 | 14 | HOME | frame_3049
15321 | 4 | HOME | frame_3049
15339 | 69 | HOME | frame_3051
15349 | 71 | AWAY | frame_3052
15355 | 7 | AWAY | frame_3053
15360 | 5 | AWAY | frame_3054
15362 | 1 | AWAY | frame_3054
15368 | 42 | HOME | frame_3055
15376 | 3 | AWAY | frame_3057
15392 | 20 | AWAY | frame_3058
15450 | 20 | AWAY | frame_3068
15454 | 8 | AWAY | frame_3068
15458 | 12 | AWAY | frame_3069
15474 | 5 | AWAY | frame_3071
15476 | 22 | AWAY | frame_3071
15480 | 8 | AWAY | frame_3072
15486 | 7 | AWAY | frame_3074
15488 | 22 | AWAY | frame_3074
15496 | 3 | AWAY | frame_3079
15497 | 1 | AWAY | frame_3079
15508 | 2 | AWAY | frame_3081
15511 | 22 | AWAY | frame_3081
15517 | 88 | AWAY | frame_3082
15522 | 22 | AWAY | frame_3084
15524 | 73 | AWAY | frame_3084
15528 | 3 | AWAY | frame_3085
15531 | 54 | AWAY | frame_3086
15532 | 7 | AWAY | frame_3086
15538 | 55 | HOME | frame_3088
15543 | 17 | AWAY | frame_3089
15556 | 5 | AWAY | frame_3091
15561 | 8 | AWAY | frame_3093
15562 | 9 | AWAY | frame_3093
15564 | 8 | AWAY | frame_3094
15565 | 8 | AWAY | frame_3095
15590 | 8 | HOME | frame_3103
15594 | 23 | HOME | frame_3104
15598 | 27 | AWAY | frame_3104
15604 | 08 | HOME | frame_3106
15654 | 09 | AWAY | frame_3111
15673 | 16 | HOME | frame_3112
15704 | 61 | HOME | frame_3117
15713 | 7 | AWAY | frame_3118
15746 | 08 | HOME | frame_3123
15770 | 20 | AWAY | frame_3129
15778 | 19 | HOME | frame_3131
15780 | 37 | HOME | frame_3131
15803 | 1 | AWAY | frame_3138
15805 | 8 | AWAY | frame_3139
15820 | 12 | AWAY | frame_3142
15850 | 11 | AWAY | frame_3148
15851 | 7 | HOME | frame_3148
15871 | 5 | AWAY | frame_3151
15878 | 3 | AWAY | frame_3153
15890 | 2 | AWAY | frame_3155
15899 | 3 | AWAY | frame_3157
15900 | 19 | AWAY | frame_3157
15924 | 24 | HOME | frame_3161
15930 | 54 | AWAY | frame_3162
15934 | 25 | AWAY | frame_3162
15944 | 28 | AWAY | frame_3164
15953 | 1 | AWAY | frame_3165
15959 | 16 | AWAY | frame_3168
15961 | 22 | AWAY | frame_3168
15982 | 2 | AWAY | frame_3170
15986 | 11 | AWAY | frame_3171
15992 | 4 | HOME | frame_3171
15993 | 9 | AWAY | frame_3171
16003 | 2 | AWAY | frame_3172
16006 | 7 | AWAY | frame_3173
16008 | 1 | AWAY | frame_3173
16015 | 4 | HOME | frame_3174
16016 | 8 | AWAY | frame_3174
16017 | 3 | AWAY | frame_3174
16018 | 1 | AWAY | frame_3174
16025 | 19 | AWAY | frame_3176
16028 | 5 | HOME | frame_3176
16031 | 88 | HOME | frame_3177
16033 | 23 | AWAY | frame_3178
16035 | 5 | HOME | frame_3179
16042 | 1 | AWAY | frame_3181
16058 | 5 | AWAY | frame_3186
16081 | 11 | HOME | frame_3191
16115 | 7 | HOME | frame_3196
16161 | 29 | AWAY | frame_3202
16223 | 88 | AWAY | frame_3209
16251 | 5 | AWAY | frame_3211
16264 | 57 | HOME | frame_3213
16276 | 1 | AWAY | frame_3215
16289 | 58 | AWAY | frame_3217
16293 | 2 | AWAY | frame_3217
16295 | 1 | AWAY | frame_3217
16325 | 25 | HOME | frame_3221
16332 | 96 | AWAY | frame_3221
16339 | 11 | AWAY | frame_3223
16353 | 41 | HOME | frame_3227
16356 | 49 | AWAY | frame_3228
16359 | 13 | AWAY | frame_3229
16377 | 28 | HOME | frame_3237
16378 | 9 | AWAY | frame_3237
16380 | 16 | AWAY | frame_3238
16388 | 4 | AWAY | frame_3241
16391 | 9 | HOME | frame_3246
16414 | 29 | HOME | frame_3269
16424 | 6 | AWAY | frame_3271
16427 | 5 | HOME | frame_3272
16467 | 3 | AWAY | frame_3284
16484 | 27 | HOME | frame_3286
16491 | 7 | HOME | frame_3287
16496 | 1 | HOME | frame_3288
16547 | 9 | AWAY | frame_3296
16551 | 24 | AWAY | frame_3297
16553 | 1 | AWAY | frame_3297
16554 | 24 | HOME | frame_3298
16561 | 37 | AWAY | frame_3299
16588 | 24 | AWAY | frame_3303
16606 | 31 | AWAY | frame_3306
16645 | 8 | AWAY | frame_3313
16669 | 9 | HOME | frame_3318
16678 | 7 | HOME | frame_3319
16699 | 91 | AWAY | frame_3322
16706 | 10 | AWAY | frame_3323
16718 | 6 | AWAY | frame_3326
16723 | 3 | AWAY | frame_3329
16774 | 9 | AWAY | frame_3343
16775 | 24 | AWAY | frame_3343
16781 | 1 | AWAY | frame_3345
16782 | 9 | AWAY | frame_3345
16793 | 6 | AWAY | frame_3347
16825 | 9 | AWAY | frame_3351
16831 | 10 | AWAY | frame_3352
16841 | 28 | HOME | frame_3353
16847 | 3 | AWAY | frame_3353
16852 | 1 | AWAY | frame_3354
16875 | 7 | HOME | frame_3357
16883 | 9 | AWAY | frame_3358
16884 | 8 | AWAY | frame_3358
16896 | 8 | AWAY | frame_3361
16900 | 7 | HOME | frame_3364
16949 | 10 | HOME | frame_3371
16966 | 88 | AWAY | frame_3373
16969 | 8 | AWAY | frame_3373
16972 | 6 | AWAY | frame_3373
16978 | 11 | AWAY | frame_3374
16980 | 24 | AWAY | frame_3374
16981 | 7 | AWAY | frame_3374
16991 | 19 | AWAY | frame_3376
16992 | 5 | AWAY | frame_3376
17003 | 08 | HOME | frame_3379
17031 | 5 | AWAY | frame_3385
17035 | 23 | HOME | frame_3385
17040 | 11 | HOME | frame_3386
17044 | 27 | AWAY | frame_3387
17047 | 23 | HOME | frame_3387
17080 | 2 | HOME | frame_3391
17087 | 9 | HOME | frame_3391
17096 | 9 | AWAY | frame_3393
17097 | 9 | HOME | frame_3393
17107 | 08 | HOME | frame_3394
17128 | 19 | AWAY | frame_3397
17132 | 37 | AWAY | frame_3398
17136 | 11 | AWAY | frame_3398
17147 | 16 | HOME | frame_3399
17175 | 16 | HOME | frame_3402
17176 | 23 | AWAY | frame_3402
17178 | 2 | HOME | frame_3403
17181 | 6 | AWAY | frame_3403
17211 | 5 | AWAY | frame_3407
17228 | 28 | HOME | frame_3409
17255 | 25 | AWAY | frame_3411
17256 | 8 | HOME | frame_3411
17258 | 24 | HOME | frame_3411
17272 | 77 | AWAY | frame_3413
17303 | 5 | HOME | frame_3417
17305 | 2 | HOME | frame_3418
17323 | 11 | HOME | frame_342
17337 | 22 | AWAY | frame_3421
17357 | 08 | HOME | frame_3424
17362 | 23 | AWAY | frame_3424
17387 | 1 | AWAY | frame_3429
17401 | 4 | AWAY | frame_3431
17413 | 5 | AWAY | frame_3433
17468 | 9 | HOME | frame_344
17487 | 9 | HOME | frame_3445
17507 | 5 | HOME | frame_3451
17518 | 7 | AWAY | frame_3455
17532 | 7 | AWAY | frame_3461
17554 | 11 | AWAY | frame_3473
17575 | 49 | AWAY | frame_3485
17597 | 8 | AWAY | frame_3522
17607 | 17 | HOME | frame_3538
17623 | 19 | HOME | frame_3545
17628 | 2 | HOME | frame_3546
17629 | 4 | HOME | frame_3547
17638 | 8 | HOME | frame_3551
17640 | 14 | AWAY | frame_3552
17651 | 11 | AWAY | frame_3556
17659 | 10 | AWAY | frame_3559
17666 | 18 | HOME | frame_3561
17667 | 10 | HOME | frame_3563
17673 | 55 | HOME | frame_3566
17674 | 23 | HOME | frame_3566
17676 | 11 | HOME | frame_3566
17682 | 96 | AWAY | frame_3569
17696 | 17 | HOME | frame_3571
17702 | 8 | AWAY | frame_3573
17705 | 44 | HOME | frame_3574
17708 | 11 | HOME | frame_3575
17709 | 5 | HOME | frame_3575
17711 | 4 | HOME | frame_3577
17724 | 29 | AWAY | frame_3582
17725 | 14 | HOME | frame_3584
17733 | 41 | HOME | frame_3591
17761 | 5 | AWAY | frame_3602
17765 | 5 | AWAY | frame_3605
17766 | 29 | AWAY | frame_3606
17767 | 17 | HOME | frame_3607
17771 | 16 | HOME | frame_3609
17774 | 48 | HOME | frame_3609
17777 | 1 | HOME | frame_3609
17781 | 2 | HOME | frame_361
17787 | 3 | AWAY | frame_3611
17788 | 22 | AWAY | frame_3611
17798 | 16 | AWAY | frame_3613
17833 | 11 | AWAY | frame_3619
17867 | 1 | AWAY | frame_3623
17878 | 5 | AWAY | frame_3625
17920 | 2 | AWAY | frame_3632
17927 | 5 | HOME | frame_3633
17951 | 8 | AWAY | frame_3639
18011 | 6 | AWAY | frame_3646
18029 | 5 | HOME | frame_3648
18075 | 9 | AWAY | frame_3653
18081 | 23 | AWAY | frame_3653
18087 | 5 | AWAY | frame_3654
18097 | 3 | AWAY | frame_3656
18098 | 16 | AWAY | frame_3656
18106 | 31 | AWAY | frame_3657
18131 | 1 | AWAY | frame_366
18140 | 77 | AWAY | frame_3661
18144 | 1 | AWAY | frame_3662
18145 | 1 | AWAY | frame_3662
18146 | 17 | AWAY | frame_3662
18150 | 25 | AWAY | frame_3664
18159 | 37 | HOME | frame_3669
18160 | 3 | AWAY | frame_3669
18163 | 5 | AWAY | frame_3669
18176 | 7 | AWAY | frame_3671
18177 | 88 | AWAY | frame_3672
18186 | 41 | AWAY | frame_3674
18218 | 3 | AWAY | frame_3681
18219 | 28 | AWAY | frame_3681
18235 | 11 | HOME | frame_3688
18236 | 44 | HOME | frame_3688
18239 | 25 | AWAY | frame_3689
18241 | 1 | AWAY | frame_3689
18251 | 40 | HOME | frame_3691
18256 | 1 | AWAY | frame_3692
18258 | 6 | AWAY | frame_3692
18259 | 1 | AWAY | frame_3693
18262 | 1 | AWAY | frame_3695
18263 | 33 | AWAY | frame_3695
18266 | 22 | HOME | frame_3696
18285 | 1 | HOME | frame_3701
18287 | 8 | AWAY | frame_3701
18292 | 1 | AWAY | frame_3706
18301 | 71 | HOME | frame_3710
18307 | 7 | HOME | frame_3711
18310 | 7 | AWAY | frame_3711
18313 | 9 | HOME | frame_3712
18321 | 19 | AWAY | frame_3714
18322 | 7 | AWAY | frame_3714
18331 | 24 | AWAY | frame_3715
18335 | 1 | AWAY | frame_3716
18340 | 17 | AWAY | frame_3717
18352 | 9 | HOME | frame_3719
18393 | 1 | AWAY | frame_3723
18406 | 5 | AWAY | frame_3724
18408 | 29 | HOME | frame_3725
18410 | 2 | AWAY | frame_3725
18419 | 5 | AWAY | frame_3726
18423 | 1 | AWAY | frame_3727
18428 | 50 | AWAY | frame_3728
18454 | 46 | AWAY | frame_3732
18456 | 91 | HOME | frame_3732
18459 | 2 | AWAY | frame_3732
18499 | 5 | AWAY | frame_3737
18510 | 11 | AWAY | frame_3739
18513 | 25 | AWAY | frame_3739
18580 | 29 | HOME | frame_3747
18581 | 9 | AWAY | frame_3747
18595 | 1 | AWAY | frame_3749
18657 | 3 | HOME | frame_3760
18704 | 81 | HOME | frame_3769
18710 | 25 | HOME | frame_377
18773 | 19 | HOME | frame_3782
18821 | 8 | AWAY | frame_3788
18869 | 11 | HOME | frame_3794
18875 | 23 | AWAY | frame_3795
18888 | 22 | AWAY | frame_3798
18889 | 29 | HOME | frame_3799
18893 | 2 | HOME | frame_3800
18919 | 3 | AWAY | frame_3808
18938 | 47 | HOME | frame_3811
18944 | 11 | AWAY | frame_3811
18947 | 7 | AWAY | frame_3812
18948 | 89 | HOME | frame_3812
18954 | 96 | AWAY | frame_3812
18975 | 30 | AWAY | frame_3815
18977 | 14 | HOME | frame_3815
18980 | 14 | HOME | frame_3815
18984 | 30 | AWAY | frame_3815
18988 | 11 | HOME | frame_3816
18989 | 8 | AWAY | frame_3816
18991 | 7 | AWAY | frame_3816
18994 | 11 | AWAY | frame_3817
18999 | 5 | AWAY | frame_3818
19000 | 11 | HOME | frame_3818
19005 | 7 | AWAY | frame_3819
19026 | 76 | HOME | frame_3824
19038 | 22 | HOME | frame_3825
19044 | 88 | AWAY | frame_3826
19045 | 1 | AWAY | frame_3826
19046 | 14 | AWAY | frame_3826
19048 | 7 | AWAY | frame_3826
19049 | 21 | AWAY | frame_3826
19051 | 1 | AWAY | frame_3826
19077 | 7 | AWAY | frame_3832
19080 | 7 | AWAY | frame_3833
19086 | 5 | AWAY | frame_3834
19091 | 9 | AWAY | frame_3835
19092 | 6 | AWAY | frame_3835
19093 | 11 | AWAY | frame_3836
19094 | 19 | AWAY | frame_3836
19105 | 2 | HOME | frame_3842
19108 | 9 | HOME | frame_3843
19225 | 25 | AWAY | frame_3861
19265 | 11 | HOME | frame_3876
19269 | 04 | AWAY | frame_3878
19284 | 4 | HOME | frame_3882
19289 | 35 | HOME | frame_3887
19292 | 30 | HOME | frame_3889
19306 | 36 | HOME | frame_3891
19312 | 9 | HOME | frame_3892
19318 | 1 | HOME | frame_3892
19347 | 11 | HOME | frame_3897
19353 | 23 | HOME | frame_3899
19395 | 22 | HOME | frame_3906
19410 | 30 | AWAY | frame_3908
19411 | 28 | HOME | frame_3908
19414 | 11 | HOME | frame_3908
19423 | 9 | HOME | frame_3909
19443 | 17 | AWAY | frame_3912
19464 | 41 | HOME | frame_3915
19510 | 25 | HOME | frame_3923
19515 | 22 | HOME | frame_3923
19516 | 14 | AWAY | frame_3923
19524 | 22 | HOME | frame_3925
19531 | 11 | HOME | frame_3926
